Activity_ID,Lead_ID,Activity_Type,Activity_Date,Outcome
A06618,L1606,Meeting,2026-08-11,Completed
A06619,L1606,Website Visit,2026-08-11,Pricing Page
A06620,L1668,Email,2026-08-11,Replied
A06621,L1669,Call,2026-08-11,No Answer
A06622,L1669,Call,2026-08-11,No Answer
A06623,L1679,Email,2026-08-11,No Response
A06624,L1017,Call,2026-08-12,No Answer
A06625,L1030,Meeting,2026-08-12,Completed
A06626,L1057,Meeting,2026-08-12,Completed
A06627,L1063,Website Visit,2026-08-12,Services Page
A06628,L1130,Email,2026-08-12,No Response
A06629,L1138,Website Visit,2026-08-12,Contact Page
A06630,L1155,Call,2026-08-12,Callback Requested
A06631,L1160,Website Visit,2026-08-12,Blog
A06632,L1169,Email,2026-08-12,No Response
A06633,L1173,Website Visit,2026-08-12,Services Page
A06634,L1174,Email,2026-08-12,Opened
A06635,L1190,Call,2026-08-12,No Answer
A06636,L1238,Website Visit,2026-08-12,Services Page
A06637,L1245,Website Visit,2026-08-12,Contact Page
A06638,L1258,Website Visit,2026-08-12,Case Study
A06639,L1263,Website Visit,2026-08-12,Blog
A06640,L1271,Website Visit,2026-08-12,Pricing Page
A06641,L1277,Call,2026-08-12,Voicemail
A06642,L1280,Meeting,2026-08-12,Completed
A06643,L1285,Call,2026-08-12,No Answer
A06644,L1338,Email,2026-08-12,No Response
A06645,L1347,Website Visit,2026-08-12,Blog
A06646,L1414,Call,2026-08-12,Not Interested
A06647,L1439,Call,2026-08-12,No Answer
A06648,L1459,Email,2026-08-12,Replied
A06649,L1460,Email,2026-08-12,Bounced
A06650,L1465,Website Visit,2026-08-12,Pricing Page
A06651,L1479,Website Visit,2026-08-12,Pricing Page
A06652,L1490,Call,2026-08-12,Connected
A06653,L1492,Email,2026-08-12,No Response
A06654,L1541,Call,2026-08-12,No Answer
A06655,L1547,Call,2026-08-12,Callback Requested
A06656,L1568,Website Visit,2026-08-12,Contact Page
A06657,L1584,Website Visit,2026-08-12,Blog
A06658,L1599,Meeting,2026-08-12,Completed
A06659,L1612,Call,2026-08-12,Connected
A06660,L1632,Website Visit,2026-08-12,Services Page
A06661,L1639,Call,2026-08-12,Callback Requested
A06662,L1644,Website Visit,2026-08-12,Blog
A06663,L1649,Call,2026-08-12,Connected
A06664,L1650,Meeting,2026-08-12,Completed
A06665,L1655,Call,2026-08-12,Connected
A06666,L1657,Email,2026-08-12,Opened
A06667,L1657,Meeting,2026-08-12,Completed
A06668,L1659,Call,2026-08-12,Not Interested
A06669,L1684,Call,2026-08-12,Not Interested
A06670,L1693,Email,2026-08-12,Opened
A06671,L0963,Call,2026-08-13,Connected
A06672,L0996,Call,2026-08-13,No Answer
A06673,L1003,Call,2026-08-13,Voicemail
A06674,L1003,Email,2026-08-13,No Response
A06675,L1021,Email,2026-08-13,No Response
A06676,L1024,Email,2026-08-13,Bounced
A06677,L1034,Email,2026-08-13,No Response
A06678,L1073,Email,2026-08-13,Replied
A06679,L1084,Call,2026-08-13,Connected
A06680,L1084,Call,2026-08-13,No Answer
A06681,L1096,Call,2026-08-13,Voicemail
A06682,L1105,Call,2026-08-13,Connected
A06683,L1131,Call,2026-08-13,Connected
A06684,L1137,Email,2026-08-13,Replied
A06685,L1157,Call,2026-08-13,Connected
A06686,L1164,Call,2026-08-13,Connected
A06687,L1214,Call,2026-08-13,Callback Requested
A06688,L1214,Email,2026-08-13,Opened
A06689,L1221,Call,2026-08-13,No Answer
A06690,L1280,Email,2026-08-13,No Response
A06691,L1288,Website Visit,2026-08-13,Case Study
A06692,L1330,Website Visit,2026-08-13,Services Page
A06693,L1332,Email,2026-08-13,No Response
A06694,L1349,Website Visit,2026-08-13,Pricing Page
A06695,L1386,Call,2026-08-13,Not Interested
A06696,L1406,Call,2026-08-13,Connected
A06697,L1429,Website Visit,2026-08-13,Pricing Page
A06698,L1431,Call,2026-08-13,Connected
A06699,L1485,Meeting,2026-08-13,No Show
A06700,L1513,Website Visit,2026-08-13,Blog
A06701,L1522,Website Visit,2026-08-13,Services Page
A06702,L1525,Call,2026-08-13,Not Interested
A06703,L1567,Call,2026-08-13,Connected
A06704,L1574,Call,2026-08-13,No Answer
A06705,L1586,Call,2026-08-13,Connected
A06706,L1595,Meeting,2026-08-13,Completed
A06707,L1624,Call,2026-08-13,Connected
A06708,L1659,Email,2026-08-13,No Response
A06709,L1667,Website Visit,2026-08-13,Blog
A06710,L1670,Call,2026-08-13,No Answer
A06711,L1670,Website Visit,2026-08-13,Pricing Page
A06712,L1684,Call,2026-08-13,Callback Requested
A06713,L1684,Meeting,2026-08-13,No Show
A06714,L1690,Email,2026-08-13,No Response
A06715,L1690,Meeting,2026-08-13,Completed
A06716,L1690,Website Visit,2026-08-13,Case Study
A06717,L1691,Call,2026-08-13,Connected
A06718,L1701,Call,2026-08-13,Connected
A06719,L1701,Website Visit,2026-08-13,Case Study
A06720,L1701,Website Visit,2026-08-13,Services Page
A06721,L0966,Email,2026-08-14,Opened
A06722,L1008,Website Visit,2026-08-14,Services Page
A06723,L1014,Website Visit,2026-08-14,Services Page
A06724,L1024,Call,2026-08-14,Voicemail
A06725,L1033,Call,2026-08-14,No Answer
A06726,L1057,Website Visit,2026-08-14,Contact Page
A06727,L1063,Call,2026-08-14,Voicemail
A06728,L1073,Call,2026-08-14,Connected
A06729,L1100,Website Visit,2026-08-14,Blog
A06730,L1117,Website Visit,2026-08-14,Pricing Page
A06731,L1144,Website Visit,2026-08-14,Pricing Page
A06732,L1184,Website Visit,2026-08-14,Case Study
A06733,L1215,Call,2026-08-14,Voicemail
A06734,L1217,Website Visit,2026-08-14,Blog
A06735,L1220,Call,2026-08-14,Connected
A06736,L1267,Call,2026-08-14,Connected
A06737,L1269,Meeting,2026-08-14,Completed
A06738,L1287,Call,2026-08-14,Connected
A06739,L1297,Website Visit,2026-08-14,Case Study
A06740,L1301,Call,2026-08-14,Connected
A06741,L1303,Website Visit,2026-08-14,Blog
A06742,L1318,Website Visit,2026-08-14,Contact Page
A06743,L1321,Call,2026-08-14,Callback Requested
A06744,L1335,Call,2026-08-14,Connected
A06745,L1351,Meeting,2026-08-14,Completed
A06746,L1360,Meeting,2026-08-14,Completed
A06747,L1368,Website Visit,2026-08-14,Services Page
A06748,L1401,Call,2026-08-14,No Answer
A06749,L1402,Website Visit,2026-08-14,Services Page
A06750,L1406,Call,2026-08-14,Voicemail
A06751,L1406,Website Visit,2026-08-14,Case Study
A06752,L1410,Meeting,2026-08-14,Completed
A06753,L1417,Call,2026-08-14,Connected
A06754,L1418,Email,2026-08-14,No Response
A06755,L1435,Website Visit,2026-08-14,Blog
A06756,L1437,Call,2026-08-14,Connected
A06757,L1478,Website Visit,2026-08-14,Pricing Page
A06758,L1485,Website Visit,2026-08-14,Blog
A06759,L1514,Call,2026-08-14,No Answer
A06760,L1522,Website Visit,2026-08-14,Case Study
A06761,L1537,Email,2026-08-14,Opened
A06762,L1559,Website Visit,2026-08-14,Case Study
A06763,L1575,Call,2026-08-14,Connected
A06764,L1576,Call,2026-08-14,No Answer
A06765,L1595,Email,2026-08-14,Opened
A06766,L1599,Call,2026-08-14,No Answer
A06767,L1603,Email,2026-08-14,No Response
A06768,L1606,Website Visit,2026-08-14,Pricing Page
A06769,L1625,Call,2026-08-14,No Answer
A06770,L1644,Call,2026-08-14,Not Interested
A06771,L1644,Call,2026-08-14,No Answer
A06772,L1651,Website Visit,2026-08-14,Contact Page
A06773,L1659,Call,2026-08-14,Callback Requested
A06774,L1699,Call,2026-08-14,Voicemail
A06775,L1714,Website Visit,2026-08-14,Case Study
A06776,L1057,Email,2026-08-15,Opened
A06777,L1072,Call,2026-08-15,No Answer
A06778,L1104,Call,2026-08-15,Connected
A06779,L1125,Email,2026-08-15,Replied
A06780,L1158,Email,2026-08-15,Replied
A06781,L1179,Call,2026-08-15,No Answer
A06782,L1192,Website Visit,2026-08-15,Blog
A06783,L1205,Call,2026-08-15,Callback Requested
A06784,L1214,Website Visit,2026-08-15,Contact Page
A06785,L1259,Website Visit,2026-08-15,Services Page
A06786,L1269,Meeting,2026-08-15,Completed
A06787,L1270,Meeting,2026-08-15,Completed
A06788,L1279,Website Visit,2026-08-15,Services Page
A06789,L1280,Meeting,2026-08-15,Completed
A06790,L1293,Email,2026-08-15,No Response
A06791,L1320,Call,2026-08-15,No Answer
A06792,L1336,Meeting,2026-08-15,Rescheduled
A06793,L1347,Email,2026-08-15,Replied
A06794,L1401,Meeting,2026-08-15,Rescheduled
A06795,L1450,Website Visit,2026-08-15,Blog
A06796,L1462,Website Visit,2026-08-15,Services Page
A06797,L1492,Call,2026-08-15,Connected
A06798,L1519,Call,2026-08-15,No Answer
A06799,L1523,Call,2026-08-15,No Answer
A06800,L1528,Email,2026-08-15,Opened
A06801,L1536,Website Visit,2026-08-15,Services Page
A06802,L1550,Call,2026-08-15,No Answer
A06803,L1556,Website Visit,2026-08-15,Contact Page
A06804,L1595,Email,2026-08-15,Replied
A06805,L1606,Call,2026-08-15,Callback Requested
A06806,L1612,Call,2026-08-15,Voicemail
A06807,L1626,Meeting,2026-08-15,Completed
A06808,L1627,Call,2026-08-15,Connected
A06809,L1650,Email,2026-08-15,No Response
A06810,L1650,Email,2026-08-15,Opened
A06811,L1655,Website Visit,2026-08-15,Services Page
A06812,L1657,Website Visit,2026-08-15,Blog
A06813,L1670,Email,2026-08-15,Replied
A06814,L1671,Website Visit,2026-08-15,Services Page
A06815,L1684,Call,2026-08-15,Connected
A06816,L1686,Email,2026-08-15,No Response
A06817,L1688,Website Visit,2026-08-15,Services Page
A06818,L1692,Call,2026-08-15,No Answer
A06819,L1724,Website Visit,2026-08-15,Blog
A06820,L1056,Website Visit,2026-08-16,Blog
A06821,L1057,Website Visit,2026-08-16,Blog
A06822,L1068,Website Visit,2026-08-16,Blog
A06823,L1074,Meeting,2026-08-16,Completed
A06824,L1077,Email,2026-08-16,Opened
A06825,L1082,Email,2026-08-16,Opened
A06826,L1085,Website Visit,2026-08-16,Pricing Page
A06827,L1087,Email,2026-08-16,Opened
A06828,L1092,Call,2026-08-16,Connected
A06829,L1105,Email,2026-08-16,Opened
A06830,L1125,Website Visit,2026-08-16,Contact Page
A06831,L1172,Call,2026-08-16,No Answer
A06832,L1207,Call,2026-08-16,No Answer
A06833,L1209,Email,2026-08-16,Replied
A06834,L1231,Call,2026-08-16,Connected
A06835,L1257,Call,2026-08-16,No Answer
A06836,L1268,Call,2026-08-16,Voicemail
A06837,L1272,Email,2026-08-16,No Response
A06838,L1291,Website Visit,2026-08-16,Pricing Page
A06839,L1322,Call,2026-08-16,Callback Requested
A06840,L1360,Email,2026-08-16,Opened
A06841,L1402,Call,2026-08-16,Connected
A06842,L1411,Website Visit,2026-08-16,Services Page
A06843,L1423,Website Visit,2026-08-16,Case Study
A06844,L1444,Call,2026-08-16,Connected
A06845,L1464,Website Visit,2026-08-16,Services Page
A06846,L1472,Email,2026-08-16,No Response
A06847,L1474,Website Visit,2026-08-16,Blog
A06848,L1485,Email,2026-08-16,Replied
A06849,L1498,Call,2026-08-16,Connected
A06850,L1506,Call,2026-08-16,Connected
A06851,L1522,Call,2026-08-16,Not Interested
A06852,L1536,Website Visit,2026-08-16,Case Study
A06853,L1539,Call,2026-08-16,Connected
A06854,L1546,Call,2026-08-16,Callback Requested
A06855,L1546,Email,2026-08-16,No Response
A06856,L1560,Call,2026-08-16,Voicemail
A06857,L1567,Call,2026-08-16,Connected
A06858,L1569,Website Visit,2026-08-16,Services Page
A06859,L1636,Website Visit,2026-08-16,Case Study
A06860,L1650,Email,2026-08-16,No Response
A06861,L1668,Meeting,2026-08-16,Completed
A06862,L1678,Call,2026-08-16,Not Interested
A06863,L1722,Website Visit,2026-08-16,Pricing Page
A06864,L1723,Website Visit,2026-08-16,Case Study
A06865,L1724,Website Visit,2026-08-16,Services Page
A06866,L0994,Call,2026-08-17,No Answer
A06867,L0996,Call,2026-08-17,No Answer
A06868,L1021,Call,2026-08-17,No Answer
A06869,L1045,Call,2026-08-17,No Answer
A06870,L1052,Website Visit,2026-08-17,Pricing Page
A06871,L1053,Website Visit,2026-08-17,Case Study
A06872,L1092,Email,2026-08-17,No Response
A06873,L1106,Website Visit,2026-08-17,Case Study
A06874,L1108,Website Visit,2026-08-17,Case Study
A06875,L1144,Call,2026-08-17,Connected
A06876,L1149,Website Visit,2026-08-17,Case Study
A06877,L1154,Website Visit,2026-08-17,Services Page
A06878,L1156,Website Visit,2026-08-17,Pricing Page
A06879,L1228,Website Visit,2026-08-17,Blog
A06880,L1240,Email,2026-08-17,Opened
A06881,L1252,Email,2026-08-17,Replied
A06882,L1253,Website Visit,2026-08-17,Contact Page
A06883,L1284,Website Visit,2026-08-17,Services Page
A06884,L1302,Website Visit,2026-08-17,Blog
A06885,L1343,Call,2026-08-17,Voicemail
A06886,L1359,Call,2026-08-17,Voicemail
A06887,L1360,Call,2026-08-17,Connected
A06888,L1367,Call,2026-08-17,Callback Requested
A06889,L1368,Meeting,2026-08-17,Completed
A06890,L1384,Call,2026-08-17,Connected
A06891,L1386,Email,2026-08-17,Replied
A06892,L1396,Call,2026-08-17,Connected
A06893,L1423,Website Visit,2026-08-17,Pricing Page
A06894,L1435,Website Visit,2026-08-17,Services Page
A06895,L1435,Website Visit,2026-08-17,Services Page
A06896,L1461,Website Visit,2026-08-17,Case Study
A06897,L1472,Email,2026-08-17,No Response
A06898,L1483,Call,2026-08-17,Voicemail
A06899,L1489,Website Visit,2026-08-17,Services Page
A06900,L1507,Email,2026-08-17,Replied
A06901,L1513,Website Visit,2026-08-17,Case Study
A06902,L1522,Call,2026-08-17,Callback Requested
A06903,L1543,Website Visit,2026-08-17,Services Page
A06904,L1574,Call,2026-08-17,No Answer
A06905,L1586,Email,2026-08-17,No Response
A06906,L1599,Call,2026-08-17,Voicemail
A06907,L1616,Meeting,2026-08-17,Completed
A06908,L1616,Website Visit,2026-08-17,Pricing Page
A06909,L1646,Call,2026-08-17,No Answer
A06910,L1648,Call,2026-08-17,No Answer
A06911,L1669,Website Visit,2026-08-17,Services Page
A06912,L1671,Email,2026-08-17,Replied
A06913,L1679,Website Visit,2026-08-17,Blog
A06914,L1691,Call,2026-08-17,Callback Requested
A06915,L1693,Call,2026-08-17,Connected
A06916,L1731,Website Visit,2026-08-17,Blog
A06917,L0999,Call,2026-08-18,Voicemail
A06918,L1026,Call,2026-08-18,Connected
A06919,L1030,Call,2026-08-18,No Answer
A06920,L1072,Email,2026-08-18,Opened
A06921,L1092,Meeting,2026-08-18,Completed
A06922,L1093,Call,2026-08-18,Callback Requested
A06923,L1099,Email,2026-08-18,Replied
A06924,L1150,Email,2026-08-18,Opened
A06925,L1174,Email,2026-08-18,No Response
A06926,L1234,Call,2026-08-18,Voicemail
A06927,L1246,Website Visit,2026-08-18,Pricing Page
A06928,L1259,Call,2026-08-18,Connected
A06929,L1260,Call,2026-08-18,Voicemail
A06930,L1265,Call,2026-08-18,Connected
A06931,L1268,Email,2026-08-18,Replied
A06932,L1295,Email,2026-08-18,No Response
A06933,L1300,Website Visit,2026-08-18,Blog
A06934,L1309,Email,2026-08-18,No Response
A06935,L1317,Website Visit,2026-08-18,Case Study
A06936,L1368,Website Visit,2026-08-18,Services Page
A06937,L1371,Website Visit,2026-08-18,Services Page
A06938,L1372,Website Visit,2026-08-18,Pricing Page
A06939,L1388,Website Visit,2026-08-18,Services Page
A06940,L1413,Website Visit,2026-08-18,Case Study
A06941,L1425,Call,2026-08-18,Callback Requested
A06942,L1435,Call,2026-08-18,No Answer
A06943,L1459,Meeting,2026-08-18,Completed
A06944,L1485,Email,2026-08-18,No Response
A06945,L1490,Website Visit,2026-08-18,Pricing Page
A06946,L1512,Call,2026-08-18,Connected
A06947,L1545,Website Visit,2026-08-18,Services Page
A06948,L1552,Website Visit,2026-08-18,Contact Page
A06949,L1554,Call,2026-08-18,No Answer
A06950,L1601,Website Visit,2026-08-18,Contact Page
A06951,L1605,Website Visit,2026-08-18,Services Page
A06952,L1642,Call,2026-08-18,Connected
A06953,L1651,Call,2026-08-18,Connected
A06954,L1657,Email,2026-08-18,Opened
A06955,L1660,Website Visit,2026-08-18,Blog
A06956,L1664,Call,2026-08-18,Voicemail
A06957,L1673,Call,2026-08-18,Callback Requested
A06958,L1691,Email,2026-08-18,No Response
A06959,L1724,Website Visit,2026-08-18,Case Study
A06960,L1727,Website Visit,2026-08-18,Blog
A06961,L1728,Website Visit,2026-08-18,Case Study
A06962,L1754,Website Visit,2026-08-18,Case Study
A06963,L0996,Meeting,2026-08-19,Completed
A06964,L0999,Call,2026-08-19,Connected
A06965,L1028,Email,2026-08-19,Replied
A06966,L1057,Email,2026-08-19,No Response
A06967,L1067,Website Visit,2026-08-19,Services Page
A06968,L1080,Meeting,2026-08-19,Completed
A06969,L1081,Call,2026-08-19,No Answer
A06970,L1147,Call,2026-08-19,Not Interested
A06971,L1153,Website Visit,2026-08-19,Blog
A06972,L1158,Call,2026-08-19,No Answer
A06973,L1174,Website Visit,2026-08-19,Pricing Page
A06974,L1188,Website Visit,2026-08-19,Pricing Page
A06975,L1193,Website Visit,2026-08-19,Case Study
A06976,L1201,Website Visit,2026-08-19,Blog
A06977,L1220,Call,2026-08-19,Callback Requested
A06978,L1230,Call,2026-08-19,Voicemail
A06979,L1230,Email,2026-08-19,Opened
A06980,L1258,Meeting,2026-08-19,Completed
A06981,L1263,Meeting,2026-08-19,Completed
A06982,L1268,Website Visit,2026-08-19,Services Page
A06983,L1279,Call,2026-08-19,Connected
A06984,L1294,Email,2026-08-19,Replied
A06985,L1298,Meeting,2026-08-19,Completed
A06986,L1299,Call,2026-08-19,Callback Requested
A06987,L1305,Website Visit,2026-08-19,Services Page
A06988,L1312,Website Visit,2026-08-19,Case Study
A06989,L1326,Email,2026-08-19,Opened
A06990,L1329,Call,2026-08-19,No Answer
A06991,L1341,Call,2026-08-19,No Answer
A06992,L1385,Website Visit,2026-08-19,Case Study
A06993,L1397,Email,2026-08-19,No Response
A06994,L1406,Email,2026-08-19,No Response
A06995,L1427,Website Visit,2026-08-19,Pricing Page
A06996,L1448,Email,2026-08-19,No Response
A06997,L1461,Call,2026-08-19,Connected
A06998,L1479,Call,2026-08-19,Voicemail
A06999,L1479,Email,2026-08-19,Replied
A07000,L1481,Email,2026-08-19,Replied
A07001,L1485,Website Visit,2026-08-19,Blog
A07002,L1488,Call,2026-08-19,Connected
A07003,L1489,Call,2026-08-19,No Answer
A07004,L1523,Email,2026-08-19,Opened
A07005,L1523,Meeting,2026-08-19,Completed
A07006,L1568,Call,2026-08-19,Voicemail
A07007,L1568,Call,2026-08-19,No Answer
A07008,L1619,Website Visit,2026-08-19,Case Study
A07009,L1642,Website Visit,2026-08-19,Services Page
A07010,L1644,Website Visit,2026-08-19,Blog
A07011,L1649,Email,2026-08-19,No Response
A07012,L1651,Call,2026-08-19,Connected
A07013,L1671,Website Visit,2026-08-19,Pricing Page
A07014,L1687,Call,2026-08-19,Callback Requested
A07015,L1693,Email,2026-08-19,No Response
A07016,L1693,Website Visit,2026-08-19,Services Page
A07017,L1716,Meeting,2026-08-19,Completed
A07018,L1727,Website Visit,2026-08-19,Services Page
A07019,L1734,Website Visit,2026-08-19,Blog
A07020,L1740,Website Visit,2026-08-19,Contact Page
A07021,L1748,Website Visit,2026-08-19,Pricing Page
A07022,L1757,Call,2026-08-19,Connected
A07023,L1015,Website Visit,2026-08-20,Pricing Page
A07024,L1028,Call,2026-08-20,Connected
A07025,L1028,Email,2026-08-20,Bounced
A07026,L1047,Call,2026-08-20,Connected
A07027,L1047,Website Visit,2026-08-20,Case Study
A07028,L1053,Email,2026-08-20,No Response
A07029,L1073,Call,2026-08-20,Connected
A07030,L1078,Call,2026-08-20,Connected
A07031,L1090,Website Visit,2026-08-20,Blog
A07032,L1101,Meeting,2026-08-20,Completed
A07033,L1125,Email,2026-08-20,Replied
A07034,L1136,Website Visit,2026-08-20,Pricing Page
A07035,L1147,Email,2026-08-20,Opened
A07036,L1166,Call,2026-08-20,No Answer
A07037,L1178,Website Visit,2026-08-20,Blog
A07038,L1214,Email,2026-08-20,No Response
A07039,L1223,Email,2026-08-20,Replied
A07040,L1228,Call,2026-08-20,Connected
A07041,L1258,Call,2026-08-20,No Answer
A07042,L1279,Call,2026-08-20,Connected
A07043,L1316,Website Visit,2026-08-20,Blog
A07044,L1398,Call,2026-08-20,No Answer
A07045,L1404,Email,2026-08-20,No Response
A07046,L1406,Call,2026-08-20,No Answer
A07047,L1423,Email,2026-08-20,Replied
A07048,L1438,Email,2026-08-20,No Response
A07049,L1443,Meeting,2026-08-20,Completed
A07050,L1444,Website Visit,2026-08-20,Contact Page
A07051,L1498,Email,2026-08-20,No Response
A07052,L1504,Meeting,2026-08-20,Completed
A07053,L1512,Email,2026-08-20,Replied
A07054,L1522,Website Visit,2026-08-20,Pricing Page
A07055,L1528,Email,2026-08-20,No Response
A07056,L1545,Website Visit,2026-08-20,Pricing Page
A07057,L1554,Website Visit,2026-08-20,Case Study
A07058,L1571,Call,2026-08-20,Connected
A07059,L1599,Email,2026-08-20,Opened
A07060,L1599,Website Visit,2026-08-20,Contact Page
A07061,L1616,Call,2026-08-20,No Answer
A07062,L1627,Call,2026-08-20,Connected
A07063,L1630,Website Visit,2026-08-20,Contact Page
A07064,L1633,Website Visit,2026-08-20,Case Study
A07065,L1645,Website Visit,2026-08-20,Case Study
A07066,L1668,Call,2026-08-20,Connected
A07067,L1686,Call,2026-08-20,Voicemail
A07068,L1688,Email,2026-08-20,No Response
A07069,L1699,Website Visit,2026-08-20,Blog
A07070,L1708,Call,2026-08-20,Voicemail
A07071,L1711,Meeting,2026-08-20,Rescheduled
A07072,L1712,Call,2026-08-20,No Answer
A07073,L1713,Website Visit,2026-08-20,Contact Page
A07074,L1723,Website Visit,2026-08-20,Contact Page
A07075,L1729,Email,2026-08-20,Replied
A07076,L1729,Meeting,2026-08-20,Completed
A07077,L1737,Call,2026-08-20,No Answer
A07078,L1747,Website Visit,2026-08-20,Contact Page
A07079,L1752,Website Visit,2026-08-20,Case Study
A07080,L1763,Email,2026-08-20,No Response
A07081,L1768,Email,2026-08-20,No Response
A07082,L1018,Call,2026-08-21,Connected
A07083,L1023,Email,2026-08-21,Opened
A07084,L1030,Email,2026-08-21,No Response
A07085,L1044,Call,2026-08-21,Connected
A07086,L1044,Website Visit,2026-08-21,Pricing Page
A07087,L1082,Call,2026-08-21,Connected
A07088,L1106,Call,2026-08-21,Callback Requested
A07089,L1149,Call,2026-08-21,No Answer
A07090,L1156,Call,2026-08-21,Connected
A07091,L1166,Call,2026-08-21,Callback Requested
A07092,L1166,Call,2026-08-21,No Answer
A07093,L1191,Call,2026-08-21,No Answer
A07094,L1204,Email,2026-08-21,No Response
A07095,L1220,Meeting,2026-08-21,Completed
A07096,L1220,Website Visit,2026-08-21,Pricing Page
A07097,L1221,Website Visit,2026-08-21,Blog
A07098,L1240,Meeting,2026-08-21,Completed
A07099,L1241,Call,2026-08-21,Callback Requested
A07100,L1254,Email,2026-08-21,Replied
A07101,L1257,Meeting,2026-08-21,Completed
A07102,L1259,Meeting,2026-08-21,Completed
A07103,L1280,Email,2026-08-21,Opened
A07104,L1282,Call,2026-08-21,Callback Requested
A07105,L1312,Call,2026-08-21,Connected
A07106,L1317,Call,2026-08-21,Not Interested
A07107,L1321,Email,2026-08-21,Opened
A07108,L1352,Email,2026-08-21,Opened
A07109,L1354,Meeting,2026-08-21,Rescheduled
A07110,L1382,Email,2026-08-21,No Response
A07111,L1388,Email,2026-08-21,Opened
A07112,L1410,Call,2026-08-21,Callback Requested
A07113,L1472,Call,2026-08-21,Connected
A07114,L1481,Website Visit,2026-08-21,Contact Page
A07115,L1497,Website Visit,2026-08-21,Blog
A07116,L1498,Website Visit,2026-08-21,Services Page
A07117,L1541,Call,2026-08-21,Connected
A07118,L1598,Website Visit,2026-08-21,Case Study
A07119,L1625,Call,2026-08-21,Connected
A07120,L1635,Call,2026-08-21,No Answer
A07121,L1673,Email,2026-08-21,Opened
A07122,L1684,Email,2026-08-21,Opened
A07123,L1692,Website Visit,2026-08-21,Contact Page
A07124,L1703,Website Visit,2026-08-21,Services Page
A07125,L1716,Call,2026-08-21,Callback Requested
A07126,L1721,Email,2026-08-21,No Response
A07127,L1729,Meeting,2026-08-21,Completed
A07128,L1760,Website Visit,2026-08-21,Case Study
A07129,L1773,Call,2026-08-21,No Answer
A07130,L1030,Email,2026-08-22,Opened
A07131,L1039,Meeting,2026-08-22,Completed
A07132,L1075,Website Visit,2026-08-22,Contact Page
A07133,L1156,Call,2026-08-22,No Answer
A07134,L1196,Website Visit,2026-08-22,Services Page
A07135,L1231,Website Visit,2026-08-22,Pricing Page
A07136,L1243,Meeting,2026-08-22,Completed
A07137,L1254,Call,2026-08-22,Callback Requested
A07138,L1258,Email,2026-08-22,Replied
A07139,L1258,Email,2026-08-22,Replied
A07140,L1268,Website Visit,2026-08-22,Contact Page
A07141,L1286,Website Visit,2026-08-22,Pricing Page
A07142,L1321,Call,2026-08-22,Connected
A07143,L1361,Website Visit,2026-08-22,Blog
A07144,L1372,Website Visit,2026-08-22,Contact Page
A07145,L1379,Email,2026-08-22,No Response
A07146,L1392,Call,2026-08-22,Connected
A07147,L1453,Email,2026-08-22,Opened
A07148,L1471,Website Visit,2026-08-22,Blog
A07149,L1472,Website Visit,2026-08-22,Contact Page
A07150,L1478,Website Visit,2026-08-22,Case Study
A07151,L1485,Call,2026-08-22,No Answer
A07152,L1517,Call,2026-08-22,No Answer
A07153,L1526,Call,2026-08-22,No Answer
A07154,L1568,Meeting,2026-08-22,Rescheduled
A07155,L1571,Call,2026-08-22,Callback Requested
A07156,L1574,Email,2026-08-22,Replied
A07157,L1582,Email,2026-08-22,Opened
A07158,L1584,Website Visit,2026-08-22,Pricing Page
A07159,L1616,Call,2026-08-22,No Answer
A07160,L1644,Website Visit,2026-08-22,Case Study
A07161,L1657,Website Visit,2026-08-22,Case Study
A07162,L1668,Email,2026-08-22,Opened
A07163,L1684,Email,2026-08-22,Opened
A07164,L1692,Website Visit,2026-08-22,Pricing Page
A07165,L1695,Website Visit,2026-08-22,Services Page
A07166,L1711,Website Visit,2026-08-22,Case Study
A07167,L1731,Website Visit,2026-08-22,Case Study
A07168,L1745,Call,2026-08-22,No Answer
A07169,L1765,Website Visit,2026-08-22,Pricing Page
A07170,L1768,Website Visit,2026-08-22,Blog
A07171,L1782,Email,2026-08-22,No Response
A07172,L1031,Email,2026-08-23,Replied
A07173,L1066,Call,2026-08-23,No Answer
A07174,L1068,Call,2026-08-23,No Answer
A07175,L1076,Website Visit,2026-08-23,Services Page
A07176,L1082,Email,2026-08-23,No Response
A07177,L1084,Email,2026-08-23,Opened
A07178,L1093,Website Visit,2026-08-23,Case Study
A07179,L1096,Call,2026-08-23,Connected
A07180,L1099,Website Visit,2026-08-23,Contact Page
A07181,L1102,Website Visit,2026-08-23,Services Page
A07182,L1131,Website Visit,2026-08-23,Blog
A07183,L1196,Call,2026-08-23,Connected
A07184,L1222,Call,2026-08-23,Callback Requested
A07185,L1230,Meeting,2026-08-23,Completed
A07186,L1240,Call,2026-08-23,Connected
A07187,L1258,Website Visit,2026-08-23,Contact Page
A07188,L1263,Email,2026-08-23,Replied
A07189,L1265,Website Visit,2026-08-23,Services Page
A07190,L1267,Call,2026-08-23,No Answer
A07191,L1269,Email,2026-08-23,Replied
A07192,L1288,Website Visit,2026-08-23,Services Page
A07193,L1320,Call,2026-08-23,Callback Requested
A07194,L1331,Call,2026-08-23,Connected
A07195,L1331,Meeting,2026-08-23,Completed
A07196,L1332,Call,2026-08-23,Connected
A07197,L1351,Website Visit,2026-08-23,Contact Page
