Lead_ID,Company_Name,Industry,Company_Size,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Lead_Created_Date,Lead_Stage,Follow_Up_Status,Next_Follow_Up_Date,Sales_Rep_ID,Deal_Value,Conversion
L1486,Nimbus Pvt Ltd,Healthcare,51-200,Mumbai,LinkedIn,DevOps,39.5,2026-07-19,Contacted,Follow-up Required,2026-09-02,SR02,,No
L1487,Bolt Pvt Ltd,Education,1000+,Pune,Referral,DevOps,2842.4,2026-07-19,Proposal,Closed,,SR06,2210000.0,No
L1488,Vayu Logistics,Logistics,201-500,Hyderabad,Events,Cybersecurity,43.0,2026-07-19,Contacted,Not Interested,,SR04,,No
L1489,Loop Components,Manufacturing,501-1000,Pune,Referral,Digital Transformation,586.8,2026-07-19,Meeting,Waiting for Response,2026-09-20,SR09,,No
L1490,Indus Enterprises,Education,1000+,Mumbai,Events,Digital Transformation,766.2,2026-07-19,Meeting,Follow-up Required,2026-09-23,SR09,,No
L1491,Meridian Systems,Education,1-50,Delhi,Email Campaign,Cloud Services,5.1,2026-07-19,New,Follow-up Required,2026-10-07,SR05,,No
L1492,Kinetic Care Systems,Healthcare,1000+,Mumbai,Cold Calling,Cloud Services,1656.7,2026-07-20,Meeting,Waiting for Response,2026-09-25,SR09,,No
L1493,Uday Supply Chain,Logistics,51-200,Mumbai,Website,Software Development,10.4,2026-07-20,Contacted,Follow-up Required,2026-08-30,SR06,,No
L1494,Delta Ventures ,Education,51-200,Hyderabad ,LinkedIn,Cloud Services,15.5,2026-07-20,Contacted,Follow-up Required,2026-09-21,SR04,,No
L1495,Indus EdTech,EDUCATION,51-200,Pune,Google Search,Cloud Services,29.9,2026-07-20,Meeting,Follow-up Required,2026-09-22,SR02,,No
L1496,Sagar Finserv,FinTech,1000+,Pune,Email Campaign,Cybersecurity,2994.0,2026-07-20,Qualified,Waiting for Response,2026-09-03,SR09,,No
L1497,Kaveri Brands,retail,201-500,Mumbai,Events,Digital Transformation,84.9,2026-07-20,Qualified,Follow-up Required,2026-09-26,SR09,,No
L1498,Evergreen Wealth Tech,FinTech,201-500,Hyderabad,LinkedIn,Digital Transformation,105.9,2026-07-21,Won,Closed,,SR04,775000.0,Yes
L1499,Optima Capital Tech,FinTech,51-200,Gurgaon,Website,Software Development,19.3,2026-07-21,New,Follow-up Required,2026-09-19,SR10,,No
L1500,Wavelet Networks,E-commerce,1-50,Ahmedabad,LinkedIn,DevOps,10.8,2026-07-21,Qualified,Not Interested,,SR06,,No
L1501,Nimbus Supply Chain,Logistics,1000+,Gurgaon,Google Search,Software Development,2879.0,2026-07-21,New,Follow-up Required,2026-09-12,SR10,,No
L1502,Falcon Retail Tech,E-commerce,201-500,Bengaluru,Cold Calling,Cloud Services,42.8,2026-07-21,Contacted,Waiting for Response,2026-09-01,SR07,,No
L1503,Hive Cargo,Logistics,1-50,Jaipur,LinkedIn,Cloud Services,5.5,2026-07-21,Contacted,Not Interested,,SR10,,No
L1504,Kaveri Technologies,Logistics,1000+,Jaipur,Cold Calling,Digital Transformation,2193.4,2026-07-21,Meeting,Waiting for Response,2026-09-08,SR05,,No
L1505,Echo Retail Tech,E-commerce,201-500,Bengaluru,Email Campaign,Digital Transformation,183.6,2026-07-22,New,Follow-up Required,2026-09-18,SR07,,No
L1506,Delta Academy Systems,Education,51-200,Pune,Google Search,Cloud Services,43.7,2026-07-22,Qualified,Follow-up Required,2026-09-26,SR09,,No
L1507,Apex Capital Tech, FinTech,51-200,Chennai,Website,DevOps,41.8,2026-07-22,Meeting,Meeting Scheduled,2026-09-23,SR08,,No
L1508,Paragon Cloudware,SaaS,1-50,Noida,LinkedIn,Digital Transformation,13.9,2026-07-22,New,Follow-up Required,2026-10-09,SR05,,No
L1509,Ekam EdTech,Education,201-500,Bengaluru,LinkedIn,Software Development,131.1,2026-07-22,New,Follow-up Required,2026-10-03,SR07,,No
L1510,Aryan Technologies,Manufacturing,201-500,Bengaluru,Cold Calling,Digital Transformation,150.3,2026-07-22,Contacted,Waiting for Response,2026-10-04,SR07,,No
L1511,Garuda Marketplace,E-commerce,51-200,Delhi,Events,Cybersecurity,20.0,2026-07-22,New,Follow-up Required,2026-09-04,SR10,,No
L1512,Jade Academy Systems,Education,201-500,Gurgaon,LinkedIn,Software Development,174.9,2026-07-23,Meeting,Waiting for Response,2026-09-20,SR01,,No
L1513,Meridian Cloudware,SaaS,501-1000,Hyderabad,Cold Calling,DevOps,266.0,2026-07-23,New,Follow-up Required,2026-09-12,SR08,,No
L1514,Quartz Retail Tech,E-commerce,51-200,Delhi,LinkedIn,Cybersecurity,23.5,2026-07-23,Meeting,Meeting Scheduled,2026-10-03,SR01,,No
L1515,Loop Marketplace,E-commerce,201-500,Gurgaon,Cold Calling,Software Development,116.0,2026-07-23,New,Follow-up Required,2026-09-21,SR03,,No
L1516,Orbit Engineering ,Manufacturing,201-500,Delhi,Cold Calling,Digital Transformation,99.9,2026-07-23,New,Follow-up Required,2026-10-03,SR01,,No
L1517,Zest Enterprises,FinTech,201-500,Hyderabad,website,DevOps,170.3,2026-07-24,Contacted,Not Interested,,SR08,,No
L1518,Kaveri Engineering,MANUFACTURING,51-200,Mumbai,Website,DevOps,37.2,2026-07-24,New,Follow-up Required,2026-09-14,SR02,,No
L1519,Loop Labs,Retail,501-1000,Delhi,Website,Digital Transformation,190.3,2026-07-24,Contacted,Waiting for Response,2026-09-28,SR03,,No
L1520,Ion Enterprises,SaaS ,201-500,,Website,Software Development,,2026-07-24,New,Follow-up Required,2026-09-21,SR07,,No
L1521,Pinnacle Labs,E-commerce,1-50,,LinkedIn,DevOps,4.4,2026-07-24,New,Follow-up Required,2026-09-19,SR06,,No
L1522,Garuda Group,SaaS,201-500,Bengaluru,LinkedIn,DevOps,,2026-07-25,Proposal,Not Interested,,SR08,1030000.0,No
L1523,Paragon Wealth Tech,FinTech,1000+,Hyderabad,Referral,Cybersecurity,2254.2,2026-07-25,Won,Closed,,SR07,2085000.0,Yes
L1524,Rudra Enterprises,Education,201-500,Hyderabad ,Cold Calling,Digital Transformation,181.8,2026-07-25,New,Follow-up Required,2026-10-08,SR08,,No
L1525,Horizon Academy Systems,Education,1000+,Hyderabad,Referral,Digital Transformation,699.2,2026-07-25,Meeting,Follow-up Required,2026-10-01,SR04,,No
L1526,Gravity Diagnostics,Healthcare,1-50,Bengaluru,Cold Calling,Cybersecurity,3.2,2026-07-25,Contacted,Not Interested,,SR07,,No
L1527,Relay Components,Manufacturing,51-200,Hyderabad,Email Campaign,Digital Transformation,52.0,2026-07-25,New,Follow-up Required,2026-09-22,SR08,,No
L1528,Lakshya Freight,Logistics,201-500,Noida,Website,Digital Transformation,119.8,2026-07-25,Qualified,Follow-up Required,2026-09-27,SR10,,No
L1529,Wisp Stores,Retail,51-200,,Cold Calling,Digital Transformation,28.5,2026-07-25,New,Follow-up Required,2026-09-08,SR02,,No
L1530,Sapphire Retail,Retail,201-500,Mumbai,Events,Cloud Services,43.6,2026-07-25,New,Follow-up Required,2026-09-27,SR09,,No
L1531,Summit Softech,Retail,1-50,Mumbai,LinkedIn,Digital Transformation,2.8,2026-07-26,New,Follow-up Required,2026-10-01,SR06,,No
L1532,Relay Health,Healthcare,1-50,Bengaluru,Cold Calling,Digital Transformation,7.4,2026-07-26,New,Follow-up Required,2026-09-15,SR08,,No
L1533,Zephyr Components,Manufacturing ,51-200,Delhi,Cold Calling,Digital Transformation,10.6,2026-07-26,New,Follow-up Required,08/09/2026,SR10,,No
L1534,Radiant Labs ,Manufacturing,201-500,Bengaluru,Cold Calling,Digital Transformation,47.6,2026-07-26,New,Follow-up Required,2026-09-30,SR04,,No
L1535,Hive Online,E-commerce,1000+,Chennai,Referral,Cybersecurity,794.0,2026-07-26,New,Follow-up Required,07/10/2026,SR08,,No
L1536,Prana Engineering,Manufacturing,501-1000,Mumbai,Cold Calling,Digital Transformation,272.9,2026-07-26,Qualified,Contacted,2026-09-05,SR09,,No
L1537,Meridian Manufacturing,Manufacturing,1-50,Delhi,LinkedIn,Cybersecurity,9.2,2026-07-26,Meeting,Waiting for Response,2026-09-29,SR05,,No
L1538,Radiant Solutions,Healthcare,1-50,Bengaluru,referral,Cloud Services,14.2,2026-07-26,Contacted,Contacted,2026-10-07,SR04,,No
L1539,Prana Solutions ,Manufacturing,51-200,Mumbai,Cold Calling,Cloud Services,54.1,2026-07-26,Contacted,Not Interested,,SR09,,No
L1540,Cedar Stores,Retail,1000+,Jaipur,Website,Digital Transformation,619.2,2026-07-26,Contacted,Waiting for Response,2026-09-22,SR05,,No
L1541,Willow Logistics,Logistics,201-500,Gurgaon,LinkedIn,Digital Transformation,106.2,2026-07-26,Contacted,Not Interested,,SR03,,No
L1542,Helix Platforms,SaaS,201-500,Mumbai,Cold Calling,Software Development,147.9,2026-07-26,Qualified,Contacted,2026-09-19,SR06,,No
L1543,Bolt Industries,Education,51-200,Bengaluru,Cold Calling,Digital Transformation,52.5,2026-07-27,New,Follow-up Required,2026-09-25,SR07,,No
L1544,Ion Networks,Healthcare,501-1000,Mumbai,Google Search,Software Development,414.1,2026-07-27,Qualified,Contacted,2026-09-21,SR09,,No
L1545,Cobalt Pvt Ltd,FinTech,1-50,Delhi,Cold Calling,Software Development,10.0,2026-07-27,New,Follow-up Required,2026-09-29,SR05,,No
L1546,Crest Logistics,Logistics,501-1000,Pune,Email Campaign,Cloud Services,471.7,2026-07-28,Qualified,Waiting for Response,2026-09-19,SR02,,No
L1547,Mosaic Learning,Education,201-500,,LinkedIn,Software Development,155.7,2026-07-28,Qualified,Meeting Scheduled,2026-09-24,SR07,,No
L1548,Sapphire Industrial,Manufacturing,201-500,Bengaluru,Cold Calling,DevOps,82.1,2026-07-28,Contacted,Not Interested,,SR04,,No
L1549,Kinetic Labs,manufacturing,1-50,Hyderabad,Referral,Software Development,14.9,2026-07-28,Contacted,Waiting for Response,2026-09-08,SR07,,No
L1550,Meridian Solutions,SaaS,201-500,Bengaluru,Email Campaign,Digital Transformation,130.1,2026-07-28,Meeting,Meeting Scheduled,22/09/2026,SR08,,No
L1551,Rudra Wealth Tech,FINTECH,201-500,Bengaluru,Email Campaign,Software Development,103.6,2026-07-28,Contacted,Follow-up Required,2026-10-10,SR07,,No
L1552,Umbra Retail Tech,E-commerce,1000+,Pune,Referral,Digital Transformation,1195.2,2026-07-28,New,Follow-up Required,2026-10-06,SR02,,No
L1553,Ekam Retail,Retail,51-200,Bengaluru,Referral,Cloud Services,59.8,2026-07-28,Qualified,Contacted,2026-10-08,SR07,,No
L1554,Yash Payments,FinTech,501-1000,Delhi,Cold Calling,Cybersecurity,159.0,2026-07-28,Qualified,Waiting for Response,2026-10-09,SR10,,No
L1555,Himalaya Global,E-commerce,51-200,Ahmedabad ,Cold Calling,Digital Transformation,26.0,2026-07-28,New,Follow-up Required,2026-10-08,SR02,,No
L1556,Vista Software ,SaaS,1-50,Chennai,Cold Calling,Cloud Services,13.9,2026-07-28,Contacted,Waiting for Response,2026-10-08,SR07,,No
L1557,Zephyr Global,SaaS,1000+,Pune,LinkedIn,DevOps,2275.6,2026-07-28,Won,Closed,,SR09,1920000.0,Yes
L1558,Mantra Enterprises ,E-commerce ,201-500,Bengaluru,Referral,Cloud Services,153.0,2026-07-28,New,Follow-up Required,2026-09-24,SR07,,No
L1559,Unity Industrial,Manufacturing,201-500,Bengaluru,LinkedIn,Digital Transformation,,2026-07-28,Qualified,Contacted,2026-10-03,SR04,,No
L1560,Zephyr EdTech,Education,1000+,,LinkedIn,Cloud Services,1915.1,2026-07-29,Meeting,Not Interested,,SR01,,No
L1561,Unity Logistics,Logistics,201-500,Pune,LinkedIn,Software Development,117.5,2026-07-29,New,Follow-up Required,2026-10-02,SR06,,No
L1562,Pulse Marketplace,E-commerce,51-200,,Cold Calling,Cloud Services,14.2,2026-07-29,Contacted,Contacted,2026-09-24,SR01,,No
L1563,Prana Retail Tech,E-COMMERCE,201-500,Delhi,Cold Calling,DevOps,95.6,2026-07-29,Contacted,Waiting for Response,2026-10-10,SR01,,No
L1564,Bharat Systems,Logistics,51-200,Mumbai,Cold Calling,Digital Transformation,54.0,2026-07-29,New,Follow-up Required,2026-09-19,SR06,,No
L1565,Sapphire Technologies,Retail,51-200,Pune,Email Campaign,Software Development,40.6,2026-07-29,Contacted,Contacted,2026-09-11,SR09,,No
L1566,Echo MedTech,Healthcare,1000+,Noida,Website,Software Development,959.7,2026-07-29,New,Follow-up Required,2026-10-03,SR05,,No
L1567,Jade Diagnostics,Healthcare,1-50,Bengaluru,Events,DevOps,,2026-07-29,Proposal,Not Interested,,SR08,165000.0,No
L1568,Helix Pvt Ltd,Healthcare,1000+,Mumbai,cold calling,Software Development,2041.7,2026-07-29,Meeting,Meeting Scheduled,2026-10-03,SR06,,No
L1569,Flux Knowledge,Education,501-1000,Pune,Referral,Cloud Services,299.4,2026-07-30,Proposal,Closed,,SR09,1095000.0,No
L1570,Unity Knowledge,Education,1-50,Gurgaon,Cold Calling,Digital Transformation,2.3,2026-07-30,New,Follow-up Required,2026-09-01,SR10,,No
L1571,Urban Systems,Education,201-500,Gurgaon,Cold Calling,Cloud Services,54.9,2026-07-30,Contacted,Waiting for Response,2026-09-24,SR01,,No
L1572,Nexora Enterprises,FinTech,1000+,Chennai,Referral,Software Development,2616.3,2026-07-30,Qualified,Follow-up Required,2026-09-22,SR07,,No
L1573,Summit Software,SaaS,201-500,Pune,Cold Calling,DevOps,,2026-07-30,New,Follow-up Required,2026-10-09,SR06,,No
L1574,Oasis Stores,Retail,1-50,,LinkedIn,DevOps,9.0,2026-07-30,Meeting,Meeting Scheduled,2026-09-28,SR05,,No
L1575,Sagar Softech,SaaS,201-500,Mumbai,Cold Calling,Cybersecurity,158.3,2026-07-30,Contacted,Contacted,2026-10-02,SR06,,No
L1576,Kestrel Marketplace,E-COMMERCE,1000+,Pune,Cold Calling,Cloud Services,2976.1,2026-07-30,Qualified,Waiting for Response,2026-10-09,SR09,,No
L1577,Aryan Health,Healthcare,201-500,Mumbai,LinkedIn,Cloud Services,200.0,2026-07-30,Contacted,Follow-up Required,2026-09-19,SR06,,No
L1578,Loop Global,Retail,51-200,Chennai,Cold Calling,Digital Transformation,27.5,2026-07-30,New,Follow-up Required,2026-09-27,SR08,,No
L1579,Zephyr Learning,Education,51-200,Bengaluru,Cold Calling,Cloud Services,28.7,2026-07-30,New,Follow-up Required,2026-09-19,SR04,,No
L1580,Crest Stores,Retail,501-1000,Gurugram,Cold Calling,Cloud Services,436.9,2026-07-31,New,Follow-up Required,2026-10-04,SR01,,No
L1581,Hive Engineering,Manufacturing,51-200,Mumbai,Email Campaign,Cloud Services,47.5,2026-07-31,New,Follow-up Required,2026-09-04,SR09,,No
L1582,Indus Cloudware,SaaS,501-1000,Mumbai,Cold Calling,Software Development,357.4,2026-07-31,Contacted,Contacted,2026-09-15,SR06,,No
L1583,Vanguard Software,SaaS,51-200,Bengaluru,COLD CALLING,DevOps,19.4,2026-07-31,New,Follow-up Required,2026-09-27,SR07,,No
L1584,Apex Pvt Ltd,Retail,201-500,Mumbai,Cold Calling,Software Development,169.1,2026-07-31,New,Follow-up Required,2026-10-07,SR02,,No
L1585,Flux Retail Tech,E-COMMERCE,1-50,Bengaluru,Website,Software Development,11.7,2026-07-31,New,Follow-up Required,2026-09-24,SR04,,No
L1586,Spark Systems,Manufacturing,51-200,Chennai,Cold Calling,Digital Transformation,39.7,2026-07-31,Qualified,Waiting for Response,2026-09-30,SR08,,No
L1587,Bharat Health,Healthcare,201-500,Chennai,LinkedIn,Digital Transformation,136.6,2026-07-31,New,Follow-up Required,2026-09-25,SR04,,No
L1588,Quest Enterprises,Healthcare,51-200,Pune,Events,Digital Transformation,32.9,2026-08-01,New,Follow-up Required,2026-09-19,SR02,,No
L1589,Wavelet Cloudware,SaaS,501-1000,Mumbai,Cold Calling,DevOps,156.8,2026-08-01,New,Follow-up Required,2026-09-19,SR06,,No
L1590,Lakshya Group,Retail,201-500,Mumbai,Cold Calling,Cloud Services,65.8,2026-08-01,New,Follow-up Required,2026-10-06,SR09,,No
L1591,Zenith Global,Manufacturing,1000+,Gurgaon,Cold Calling,Digital Transformation,,2026-08-01,New,Follow-up Required,2026-10-06,SR01,,No
L1592,Meridian Softech,SaaS,51-200,Noida,Cold Calling,DevOps,19.3,2026-08-01,New,Follow-up Required,2026-09-26,SR01,,No
L1593,Kestrel Components,Manufacturing,201-500,Mumbai,Cold Calling,Digital Transformation,193.7,2026-08-01,New,Follow-up Required,2026-10-01,SR09,,No
L1594,Thrive Knowledge,Education,1-50,Gurgaon,Cold Calling,Software Development,12.1,2026-08-01,New,Follow-up Required,2026-09-19,SR03,,No
L1595,Aurora Labs,E-commerce,201-500,Hyderabad,LinkedIn,Cloud Services,101.9,2026-08-01,Meeting,Meeting Scheduled,2026-09-25,SR04,,No
L1596,Delta Cloudware,SaaS,51-200,Hyderabad,Referral,DevOps,36.4,2026-08-01,Meeting,Waiting for Response,2026-09-10,SR08,,No
L1597,Narmada Freight,Logistics,51-200,Bangalore,Events,Cybersecurity,12.3,2026-08-02,New,Follow-up Required,2026-09-14,SR07,,No
L1598,Uday Marketplace,E-commerce,1-50,Mumbai,Events,Cloud Services,13.0,2026-08-02,Qualified,Waiting for Response,2026-10-04,SR09,,No
L1599,Cedar Retail Tech,E-commerce,1-50,Mumbai,Referral,Cloud Services,4.5,2026-08-02,Meeting,Meeting Scheduled,2026-09-24,SR06,,No
L1600,Madhav Supply Chain,Logistics,201-500,Chennai,WEBSITE,Software Development,166.3,2026-08-02,New,Follow-up Required,2026-09-19,SR08,,No
L1601,Umbra Pvt Ltd,Retail,51-200,Bengaluru,LinkedIn,Cloud Services,32.5,2026-08-03,Contacted,Not Interested,,SR07,,No
L1602,Willow Ventures,SaaS,1000+,Hyderabad,Website,Digital Transformation,2232.6,2026-08-03,New,Follow-up Required,2026-09-26,SR04,,No
L1603,Unity Finserv,FinTech,51-200,Pune,Google Search,Digital Transformation,20.7,2026-08-03,Qualified,Waiting for Response,2026-09-30,SR06,,No
L1604,Himalaya Wealth Tech,FinTech,1000+,Jaipur ,LinkedIn,Cybersecurity,1118.6,2026-08-03,Contacted,Contacted,2026-09-24,SR03,,No
L1605,Meridian Retail Tech,E-commerce,1-50,Mumbai,Cold Calling,Cloud Services,4.6,2026-08-03,New,Follow-up Required,2026-08-30,SR09,,No
L1606,Zenith Logistics,Logistics,1000+,Bengaluru,LinkedIn,Software Development,2718.2,2026-08-03,Meeting,Contacted,2026-10-02,SR04,,No
L1607,Chakra Engineering,Manufacturing,501-1000,Mumbai,Google Search,Digital Transformation,245.4,2026-08-04,Contacted,Contacted,2026-09-20,SR09,,No
L1608,Zenith Enterprises,FinTech,51-200,Bangalore,Cold Calling,Cybersecurity,24.7,2026-08-04,New,Follow-up Required,2026-10-02,SR04,,No
L1609,Sagar Solutions,Healthcare,1-50,Bengaluru,Cold Calling,Digital Transformation,9.9,2026-08-04,New,Follow-up Required,2026-10-02,SR08,,No
L1610,Sagar Marketplace,E-commerce,1-50,Jaipur,LinkedIn,Cloud Services,5.7,2026-08-04,New,Follow-up Required,2026-10-10,SR10,,No
L1611,Aryan Retail Tech,E-commerce,51-200,New Delhi,Website,DevOps,,2026-08-04,New,Follow-up Required,2026-10-10,SR01,,No
L1612,Nimbus Systems,Education,201-500,Mumbai,Cold Calling,Software Development,192.1,2026-08-04,Contacted,Waiting for Response,2026-09-28,SR06,,No
L1613,Unity Networks,SaaS,1-50,Delhi,Events,Cloud Services,3.6,2026-08-04,New,Follow-up Required,2026-09-26,SR01,,No
L1614,Tundra Softech,E-commerce,51-200,Bengaluru,LinkedIn,Software Development,56.6,2026-08-04,New,Follow-up Required,2026-09-18,SR04,,No
L1615,Pulse Industrial,Manufacturing,51-200,Pune,Email Campaign,Digital Transformation,38.6,2026-08-04,New,Follow-up Required,2026-09-19,SR02,,No
L1616,Delta Technologies,FinTech,201-500,Delhi,Website,DevOps,79.7,2026-08-05,Meeting,Meeting Scheduled,2026-09-22,SR05,,No
L1617,Cobalt Global,saas,1-50,Bangalore,Website,Cloud Services,12.6,2026-08-05,New,Follow-up Required,2026-09-27,SR07,,No
L1618,Astra Wealth Tech,FinTech,1000+,Delhi,Events,Cloud Services,2807.4,2026-08-05,Meeting,Contacted,2026-10-04,SR03,,No
L1619,Nexora Cloudware,SaaS,1-50,Mumbai,LinkedIn,Cloud Services,5.4,2026-08-05,New,Follow-up Required,2026-09-19,SR06,,No
L1620,Zest Global,healthcare,201-500,Delhi,Website,Cybersecurity,46.6,2026-08-05,Contacted,Not Interested,,SR05,,No
L1621,Chakra Solutions,retail,501-1000,Mumbai,Website,Cloud Services,229.3,2026-08-05,New,Follow-up Required,2026-09-04,SR02,,No
L1622,Yash Technologies,FinTech,201-500,Delhi,Referral,DevOps,,2026-08-05,Contacted,Contacted,2026-10-07,SR01,,No
L1623,Kinetic Academy Systems,Education,1-50,Delhi,Email Campaign,Digital Transformation,8.8,2026-08-05,New,Follow-up Required,2026-09-10,SR10,,No
L1624,Narmada Finserv,FinTech,1000+,Mumbai,Events,Cybersecurity,2965.6,2026-08-06,Qualified,Follow-up Required,2026-09-20,SR09,,No
L1625,Paragon Group,E-commerce,501-1000,Mumbai,Events,Software Development,561.1,2026-08-06,Qualified,Follow-up Required,2026-09-21,SR09,,No
L1626,Lotus Softech,SaaS,201-500,Mumbai,LinkedIn,Cloud Services,49.0,2026-08-06,Meeting,Meeting Scheduled,2026-09-25,SR09,,No
L1627,Cedar Industries,E-commerce,51-200,Pune,Referral,Cloud Services,56.5,2026-08-06,Proposal,Waiting for Response,2026-08-31,SR09,580000.0,No
L1628,Titan Engineering ,Manufacturing,201-500,Pune,Website,Digital Transformation,134.5,2026-08-06,Qualified,Follow-up Required,2026-09-11,SR09,,No
L1629,Titan Health,Healthcare,1-50,Gurgaon,Website,Software Development,14.3,2026-08-06,New,Follow-up Required,2026-10-07,SR10,,No
L1630,Xenon Softech,E-commerce,501-1000,Delhi,Website,Cloud Services,425.5,2026-08-06,Qualified,Contacted,2026-09-30,SR01,,No
L1631,Gravity Supply Chain,Logistics,1-50,Bangalore,Referral,Digital Transformation,6.0,2026-08-06,Contacted,Contacted,2026-09-11,SR07,,No
L1632,Kaveri Platforms,SaaS,51-200,Hyderabad,Email Campaign,DevOps,48.4,2026-08-06,New,Follow-up Required,2026-09-21,SR08,,No
L1633,Bolt Logistics,LOGISTICS,51-200,Noida,Referral,Software Development,55.1,2026-08-06,Contacted,Waiting for Response,2026-09-19,SR10,,No
L1634,Prism Industries,Manufacturing,501-1000,Jaipur,Email Campaign,DevOps,175.0,2026-08-07,New,Follow-up Required,2026-09-09,SR05,,No
L1635,Mosaic Industrial,Manufacturing,1000+,Pune,google search,Digital Transformation,2888.8,2026-08-07,Contacted,Not Interested,,SR06,,No
L1636,Cobalt Software,SaaS,51-200,Bengaluru,Email Campaign,Cloud Services,47.5,2026-08-07,New,Follow-up Required,2026-10-01,SR07,,No
L1637,Aryan Capital Tech,FinTech,1-50,Hyderabad ,Website,DevOps,4.1,2026-08-07,New,Follow-up Required,2026-09-30,SR07,,No
L1638,Vista Mart,Retail,1-50,Bengaluru,LinkedIn,Digital Transformation,,2026-08-07,Contacted,Waiting for Response,2026-09-29,SR07,,No
L1639,Aryan Finserv,FinTech,201-500,Delhi,Website,Digital Transformation,43.5,2026-08-07,Qualified,Follow-up Required,2026-09-19,SR10,,No
L1640,Trident Payments,FinTech,51-200,Bengaluru,Cold Calling,Cybersecurity,40.4,2026-08-07,New,Follow-up Required,2026-09-20,SR04,,No
L1641,Paragon Softech,E-commerce,51-200,Bengaluru,Email Campaign,Cloud Services,57.8,2026-08-07,New,Follow-up Required,2026-09-24,SR04,,No
L1642,Quantum Marketplace,E-commerce,201-500,Mumbai,Website,DevOps,165.7,2026-08-07,Contacted,Follow-up Required,2026-10-08,SR09,,No
L1643,Madhav Industries,Healthcare,1-50,Bengaluru,Cold Calling,Cybersecurity,2.7,2026-08-08,New,Follow-up Required,2026-09-19,SR08,,No
L1644,Zephyr Payments,FINTECH,1-50,Noida,LINKEDIN,Cloud Services,3.2,2026-08-08,Won,Closed,,SR01,250000.0,Yes
L1645,Ridge MedTech,Healthcare,1000+,Hyderabad,Referral,Digital Transformation,2139.7,08/08/2026,Meeting,Contacted,2026-09-05,SR08,,No
L1646,Indus Global, FinTech,1-50,Hyderabad,Email Campaign,Software Development,10.1,2026-08-08,Contacted,Waiting for Response,2026-09-27,SR08,,No
L1647,Xenon Retail Tech,E-commerce,1-50,Bengaluru,Website,Cloud Services,13.2,2026-08-08,New,Follow-up Required,2026-09-30,SR04,,No
L1648,Kestrel Global,E-commerce,1-50,Bengaluru,Website,Cloud Services,7.2,2026-08-08,Contacted,Contacted,2026-09-26,SR08,,No
L1649,Sapphire Finserv,FinTech,1-50,Mumbai,LinkedIn,Cloud Services,3.9,2026-08-08,Qualified,Follow-up Required,2026-09-25,SR09,,No
L1650,Urban Commerce ,E-commerce,501-1000,Pune,Website,Software Development,257.3,2026-08-08,Won,Closed,,SR02,1610000.0,Yes
L1651,Titan Care Systems,Healthcare,1-50,Gurgaon,Website,Digital Transformation,11.4,2026-08-08,Contacted,Contacted,2026-09-27,SR03,,No
L1652,Summit Supply Chain ,Logistics,51-200,Bengaluru,Referral,Digital Transformation,57.7,2026-08-08,Contacted,Waiting for Response,2026-09-20,SR08,,No
L1653,Oasis Diagnostics,Healthcare,501-1000,Hyderabad,Events,Digital Transformation,198.0,2026-08-08,Contacted,Follow-up Required,2026-09-22,SR04,,No
L1654,Quartz Networks,Manufacturing,51-200,Mumbai,LinkedIn,Cloud Services,,2026-08-08,Meeting,Not Interested,,SR02,,No
L1655,Tundra Systems,Education,201-500,Delhi,Email Campaign,Digital Transformation,101.1,2026-08-08,Contacted,Waiting for Response,2026-09-23,SR01,,No
L1656,Prana Academy Systems,Education,51-200,Hyderabad,Events,Digital Transformation,55.0,2026-08-08,New,Follow-up Required,2026-09-15,SR08,,No
L1657,Loop Technologies,Healthcare,51-200,Bengaluru,Referral,DevOps,49.9,2026-08-08,Meeting,Not Interested,,SR08,,No
L1658,Echo Retail,Retail,51-200,Mumbai,Email Campaign,Cybersecurity,53.1,2026-08-09,New,Follow-up Required,2026-10-01,SR02,,No
L1659,Evergreen Cloudware,SaaS,51-200,Mumbai,google search,DevOps,,2026-08-09,Qualified,Follow-up Required,2026-10-10,SR09,,No
L1660,Summit Diagnostics,Healthcare,51-200,Chennai,Website,Software Development,45.1,2026-08-09,New,Follow-up Required,2026-09-25,SR08,,No
L1661,Quartz Group,Education,51-200,Mumbai,LINKEDIN,Digital Transformation,42.2,2026-08-09,New,Follow-up Required,2026-09-19,SR06,,No
L1662,Bluepeak Solutions,SaaS,201-500,Bengaluru,Website,DevOps,112.5,2026-08-09,Contacted,Follow-up Required,2026-09-19,SR07,,No
L1663,Neptune Apps,SaaS,501-1000,Delhi,Referral,DevOps,295.7,2026-08-09,Meeting,Waiting for Response,2026-09-01,SR01,,No
L1664,Lotus Ventures,FinTech,201-500,Bengaluru,Google Search,Digital Transformation,143.2,2026-08-09,Qualified,Waiting for Response,2026-09-02,SR07,,No
L1665,Titan Industries,FinTech,501-1000,Noida,Events,Software Development,501.6,2026-08-09,Qualified,Meeting Scheduled,2026-09-30,SR05,,No
L1666,Relay Finserv,FinTech,201-500,Hyderabad,Cold Calling,Cybersecurity,157.2,2026-08-09,New,Follow-up Required,2026-10-10,SR08,,No
L1667,Ion Cloudware,SaaS,501-1000,Jaipur,LinkedIn,Software Development,513.8,2026-08-10,Qualified,Contacted,2026-09-29,SR05,,No
