Lead_ID,Company_Name,Industry,Company_Size,Size_Order,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Revenue_Imputed,Lead_Created_Date,Lead_Month,Lead_Stage,Stage_Order,Follow_Up_Status,Next_Follow_Up_Date,Follow_Up_Flag,Days_Overdue,Sales_Rep_ID,Deal_Value,Conversion,Deal_Outcome,Website_Visits,Email_Interactions,Calls_Made,Calls_Connected,Meetings,Total_Activities,Last_Contact_Date,Days_Since_Last_Contact,Score_Size,Score_Revenue,Score_Website,Score_Email,Score_Meetings,Score_Service_Fit,Score_Prior_Engagement,Lead_Score,Lead_Category
L1398,Rudra Ventures,FinTech,51-200,2,Chennai,LinkedIn,Cybersecurity,24.7,False,2026-07-10,2026-07,Contacted,2,Contacted,2026-10-01,Upcoming,0.0,SR08,,No,Open,1,0,2,0,0,3,2026-09-18,1,5,5,3,0,0,10,0,23,Cold
L1399,Narmada MedTech,Healthcare,201-500,3,Pune,Cold Calling,Cybersecurity,150.8,False,2026-07-10,2026-07,Contacted,2,Contacted,2026-09-09,Overdue,10.0,SR09,,No,Open,2,1,2,1,0,5,2026-08-23,27,10,10,6,5,0,10,5,46,Cold
L1400,Falcon Wealth Tech,FinTech,201-500,3,Pune,Cold Calling,DevOps,43.8,False,2026-07-10,2026-07,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR09,,No,Open,2,0,0,0,0,2,,,10,5,6,0,0,4,0,25,Cold
L1401,Solace Cloudware,SaaS,1-50,1,Bengaluru,LinkedIn,Cloud Services,11.5,False,2026-07-10,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR04,225000,Yes,Won,3,5,3,1,1,13,2026-09-18,1,0,5,6,10,12,10,5,48,Cold
L1402,Trident Systems,Retail,51-200,2,Mumbai,LinkedIn,Cloud Services,26.7,False,2026-07-10,2026-07,Meeting,4,Meeting Scheduled,2026-09-19,Due Today,0.0,SR02,,No,Open,3,1,2,2,0,7,2026-09-03,16,5,5,6,5,0,10,10,41,Cold
L1403,Himalaya Manufacturing,Manufacturing,1000+,5,Delhi,Referral,DevOps,2303.4,False,2026-07-10,2026-07,Qualified,3,Follow-up Required,2026-10-05,Upcoming,0.0,SR01,,No,Open,2,1,1,1,0,5,2026-08-04,46,20,20,6,5,0,4,5,60,Warm
L1404,Banyan Industries,Manufacturing,51-200,2,Bengaluru,Email Campaign,Digital Transformation,35.2,False,2026-07-11,2026-07,Meeting,4,Follow-up Required,2026-09-27,Upcoming,0.0,SR07,,No,Open,2,0,2,1,2,7,2026-09-14,5,5,5,6,0,20,10,5,51,Cold
L1405,Prism Brands,Retail,51-200,2,Noida,LinkedIn,Digital Transformation,57.7,False,2026-07-11,2026-07,Contacted,2,Waiting for Response,2026-09-15,Overdue,4.0,SR10,,No,Open,1,0,2,1,0,3,2026-09-06,13,5,10,3,0,0,10,5,33,Cold
L1406,Rudra Softech,SaaS,1-50,1,Delhi,Referral,Cloud Services,2.3,False,2026-07-11,2026-07,Proposal,5,Waiting for Response,2026-09-27,Upcoming,0.0,SR01,375000,No,Open,4,0,4,1,1,12,2026-08-27,23,0,0,10,0,12,10,5,37,Cold
L1407,Evergreen Enterprises,Education,1-50,1,Hyderabad,Website,Software Development,14.8,False,2026-07-11,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,2,1,1,1,0,4,2026-09-01,18,0,5,6,5,0,10,5,31,Cold
L1408,Spark Global,E-commerce,501-1000,4,Delhi,Google Search,Cybersecurity,521.2,False,2026-07-11,2026-07,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR03,,No,Open,0,0,0,0,0,0,,,15,20,0,0,0,4,0,39,Cold
L1409,Harbor Industries,SaaS,1-50,1,Bengaluru,Website,DevOps,4.4,False,2026-07-11,2026-07,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR04,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L1410,Jade Supply Chain,Logistics,51-200,2,Mumbai,LinkedIn,DevOps,21.6,False,2026-07-11,2026-07,Proposal,5,Follow-up Required,2026-10-09,Upcoming,0.0,SR06,305000,No,Open,4,3,4,2,2,15,2026-09-13,6,5,5,10,10,20,4,10,64,Warm
L1411,Cedar Mart,Retail,501-1000,4,Delhi,Referral,Digital Transformation,174.4,False,2026-07-11,2026-07,Qualified,3,Contacted,2026-09-25,Upcoming,0.0,SR10,,No,Open,3,1,1,1,0,5,2026-08-28,22,15,10,6,5,0,10,5,51,Cold
L1412,Ekam Networks,FinTech,1-50,1,Gurgaon,Cold Calling,Digital Transformation,7.1,False,2026-07-11,2026-07,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR01,,No,Open,2,1,2,0,0,5,2026-08-05,45,0,0,6,5,0,4,0,15,Cold
L1413,Glide Solutions,Education,51-200,2,Pune,LinkedIn,Digital Transformation,55.7,False,2026-07-12,2026-07,Meeting,4,Follow-up Required,2026-09-29,Upcoming,0.0,SR09,,No,Open,3,0,2,0,2,8,2026-09-08,11,5,10,6,0,20,10,0,51,Cold
L1414,Zenith Industries,Healthcare,1-50,1,Delhi,Cold Calling,Cybersecurity,4.8,False,2026-07-12,2026-07,Contacted,2,Waiting for Response,2026-10-04,Upcoming,0.0,SR01,,No,Open,0,0,2,0,0,3,2026-08-12,38,0,0,0,0,0,10,0,10,Cold
L1415,Bolt Online,E-commerce,51-200,2,Bengaluru,Cold Calling,Software Development,17.2,False,2026-07-12,2026-07,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR07,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,10,0,23,Cold
L1416,Harbor Technologies,Healthcare,51-200,2,Mumbai,Website,Cloud Services,59.0,False,2026-07-12,2026-07,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR02,,No,Lost,3,1,2,1,1,8,2026-09-06,13,5,10,6,5,12,4,5,47,Cold
L1417,Lumina Engineering,Manufacturing,201-500,3,Hyderabad,LinkedIn,Software Development,145.7,False,2026-07-12,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,0,0,2,1,0,3,2026-09-13,6,10,10,0,0,0,4,5,29,Cold
L1418,Radiant Payments,FinTech,1-50,1,Bengaluru,Google Search,Cloud Services,3.1,False,2026-07-12,2026-07,Qualified,3,Follow-up Required,2026-10-08,Upcoming,0.0,SR08,,No,Open,2,0,1,0,0,5,2026-08-14,36,0,0,6,0,0,10,0,16,Cold
L1419,Umbra Solutions,Logistics,51-200,2,Delhi,Referral,Software Development,56.7,False,2026-07-12,2026-07,New,1,Follow-up Required,2026-09-27,Upcoming,0.0,SR05,,No,Open,1,0,0,0,0,1,,,5,10,3,0,0,4,0,22,Cold
L1420,Cobalt Industrial,Manufacturing,501-1000,4,Jaipur,LinkedIn,DevOps,189.3,False,2026-07-12,2026-07,New,1,Follow-up Required,2026-09-15,Overdue,4.0,SR01,,No,Open,1,0,0,0,0,1,,,15,10,3,0,0,4,0,32,Cold
L1421,Quest Networks,Retail,1-50,1,Chennai,Google Search,Cloud Services,8.1,False,2026-07-13,2026-07,Proposal,5,Waiting for Response,2026-09-27,Upcoming,0.0,SR07,370000,No,Open,3,2,2,1,2,11,2026-09-18,1,0,0,6,10,20,10,5,51,Cold
L1422,Solace Group,Manufacturing,1-50,1,Pune,Website,Digital Transformation,11.9,False,2026-07-13,2026-07,Qualified,3,Follow-up Required,2026-09-24,Upcoming,0.0,SR06,,No,Open,3,0,3,0,0,7,2026-08-31,19,0,5,6,0,0,10,0,21,Cold
L1423,Vanguard Diagnostics,Healthcare,1000+,5,Mumbai,LinkedIn,Digital Transformation,2403.9,False,2026-07-13,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR09,2365000,Yes,Won,6,3,4,1,2,16,2026-09-13,6,20,20,10,10,20,10,5,95,Hot
L1424,Pulse Payments,FinTech,51-200,2,Mumbai,Cold Calling,Cloud Services,50.0,False,2026-07-13,2026-07,Qualified,3,Meeting Scheduled,2026-09-29,Upcoming,0.0,SR02,,No,Open,3,1,3,2,0,8,2026-09-14,5,5,10,6,5,0,10,10,46,Cold
L1425,Bluepeak Labs,Healthcare,201-500,3,Gurgaon,Google Search,Cloud Services,181.2,False,2026-07-13,2026-07,Proposal,5,Follow-up Required,2026-10-07,Upcoming,0.0,SR10,1005000,No,Open,5,2,4,0,2,15,2026-09-15,4,10,10,10,10,20,4,0,64,Warm
L1426,Neptune Technologies,Retail,201-500,3,Delhi,LinkedIn,Cybersecurity,137.6,False,2026-07-13,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR01,,No,Lost,0,1,1,1,0,2,2026-08-05,45,10,10,0,5,0,4,5,34,Cold
L1427,Evergreen Knowledge,Education,201-500,3,Ahmedabad,Cold Calling,Cloud Services,44.9,False,2026-07-13,2026-07,New,1,Follow-up Required,2026-09-22,Upcoming,0.0,SR06,,No,Open,2,0,0,0,0,2,,,10,5,6,0,0,4,0,25,Cold
L1428,Uday Enterprises,E-commerce,1-50,1,Delhi,LinkedIn,DevOps,5.1,False,2026-07-14,2026-07,Contacted,2,Contacted,2026-09-21,Upcoming,0.0,SR05,,No,Open,1,0,1,0,0,2,2026-08-26,24,0,0,3,0,0,4,0,7,Cold
L1429,Vivid Labs,Retail,1-50,1,Noida,LinkedIn,Digital Transformation,12.8,False,2026-07-14,2026-07,Qualified,3,Follow-up Required,2026-09-23,Upcoming,0.0,SR10,,No,Open,3,2,1,0,0,6,2026-08-31,19,0,5,6,10,0,10,0,31,Cold
L1430,Nexora Software,SaaS,1-50,1,Hyderabad,LinkedIn,Software Development,5.4,False,2026-07-14,2026-07,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,0,2,2,1,0,4,2026-09-16,3,0,0,0,10,0,4,5,19,Cold
L1431,Tundra Technologies,E-commerce,201-500,3,Bengaluru,Cold Calling,Software Development,129.1,False,2026-07-14,2026-07,Contacted,2,Contacted,2026-08-30,Overdue,20.0,SR08,,No,Open,2,0,1,1,0,4,2026-09-12,7,10,10,6,0,0,10,5,41,Cold
L1432,Ion Solutions,E-commerce,501-1000,4,Mumbai,LinkedIn,Digital Transformation,524.0,False,2026-07-14,2026-07,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR02,,No,Open,0,0,0,0,0,0,,,15,20,0,0,0,4,0,39,Cold
L1433,Vayu Health,Healthcare,51-200,2,Pune,Email Campaign,Cloud Services,36.8,True,2026-07-14,2026-07,Contacted,2,Contacted,2026-10-07,Upcoming,0.0,SR02,,No,Open,1,1,1,0,0,3,2026-09-13,6,5,5,3,5,0,4,0,22,Cold
L1434,Willow Stores,Retail,501-1000,4,Ahmedabad,Website,Software Development,250.9,False,2026-07-14,2026-07,New,1,Follow-up Required,2026-09-30,Upcoming,0.0,SR06,,No,Open,2,0,0,0,0,2,,,15,15,6,0,0,4,0,40,Cold
L1435,Relay Payments,FinTech,51-200,2,Mumbai,Google Search,DevOps,24.0,False,2026-07-14,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR09,300000,Yes,Won,6,3,4,1,3,17,2026-09-18,1,5,5,10,10,20,4,5,59,Cold
L1436,Meridian Pvt Ltd,Manufacturing,1-50,1,Delhi,Website,Digital Transformation,6.6,False,2026-07-14,2026-07,New,1,Follow-up Required,2026-09-13,Overdue,6.0,SR03,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,10,0,10,Cold
L1437,Paragon Supply Chain,Logistics,51-200,2,Bengaluru,Cold Calling,Software Development,15.2,False,2026-07-14,2026-07,Contacted,2,Waiting for Response,2026-10-02,Upcoming,0.0,SR08,,No,Open,0,1,2,2,0,3,2026-09-16,3,5,5,0,5,0,4,10,29,Cold
L1438,Wavelet Apps,SaaS,1000+,5,Hyderabad,Events,DevOps,1396.9,False,2026-07-14,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,0,0,1,1,0,2,2026-09-02,17,20,20,0,0,0,10,5,55,Cold
L1439,Quartz Finserv,FinTech,201-500,3,Mumbai,LinkedIn,Digital Transformation,181.3,False,2026-07-14,2026-07,Contacted,2,Follow-up Required,2026-10-03,Upcoming,0.0,SR09,,No,Open,2,0,2,1,0,4,2026-08-12,38,10,10,6,0,0,4,5,35,Cold
L1440,Vanguard Learning,Education,201-500,3,Mumbai,Cold Calling,Software Development,170.1,False,2026-07-14,2026-07,New,1,Follow-up Required,2026-10-10,Upcoming,0.0,SR06,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,10,0,30,Cold
L1441,Crest Retail,Retail,201-500,3,Pune,Website,Cybersecurity,168.0,False,2026-07-14,2026-07,New,1,Follow-up Required,2026-10-01,Upcoming,0.0,SR06,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
L1442,Trident Learning,Education,1000+,5,Noida,Events,Software Development,1435.4,False,2026-07-15,2026-07,Qualified,3,Waiting for Response,2026-09-30,Upcoming,0.0,SR03,,No,Open,0,2,1,1,0,3,2026-09-11,8,20,20,0,10,0,10,5,65,Warm
L1443,Optima Softech,Logistics,1-50,1,Hyderabad,Events,Software Development,5.0,False,2026-07-15,2026-07,Meeting,4,Waiting for Response,2026-10-07,Upcoming,0.0,SR04,,No,Open,1,3,2,0,2,8,2026-09-16,3,0,0,3,10,20,4,0,37,Cold
L1444,Bharat MedTech,Healthcare,1000+,5,Hyderabad,Email Campaign,DevOps,1045.2,False,2026-07-15,2026-07,Meeting,4,Waiting for Response,2026-09-19,Due Today,0.0,SR08,,No,Open,3,2,3,1,1,10,2026-09-17,2,20,20,6,10,12,4,5,77,Warm
L1445,Pulse Cargo,Logistics,51-200,2,Hyderabad,Email Campaign,Digital Transformation,42.8,False,2026-07-15,2026-07,New,1,Follow-up Required,2026-09-14,Overdue,5.0,SR07,,No,Open,0,0,0,0,0,0,,,5,5,0,0,0,10,0,20,Cold
L1446,Ion Care Systems,Healthcare,1000+,5,Unknown,Cold Calling,Digital Transformation,923.5,False,2026-07-16,2026-07,Meeting,4,Follow-up Required,2026-09-26,Upcoming,0.0,SR09,,No,Open,4,1,3,1,1,9,2026-09-08,11,20,20,10,5,12,10,5,82,Hot
L1447,Quantum Industries,SaaS,51-200,2,Bengaluru,Cold Calling,Software Development,38.8,False,2026-07-16,2026-07,Qualified,3,Follow-up Required,2026-09-01,Overdue,18.0,SR04,,No,Open,3,1,3,1,0,8,2026-09-17,2,5,5,6,5,0,4,5,30,Cold
L1448,Bolt Cargo,Logistics,51-200,2,Bengaluru,Referral,Cloud Services,43.8,False,2026-07-16,2026-07,Qualified,3,Waiting for Response,2026-09-23,Upcoming,0.0,SR07,,No,Open,0,1,2,1,0,4,2026-09-14,5,5,5,0,5,0,10,5,30,Cold
L1449,Sagar MedTech,Healthcare,51-200,2,Mumbai,Google Search,Software Development,37.3,False,2026-07-16,2026-07,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR06,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,4,0,20,Cold
L1450,Yonder Networks,FinTech,51-200,2,Noida,Email Campaign,Digital Transformation,14.8,False,2026-07-16,2026-07,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,4,0,20,Cold
L1451,Oasis Networks,E-commerce,501-1000,4,Bengaluru,Cold Calling,Software Development,476.3,False,2026-07-16,2026-07,Contacted,2,Waiting for Response,2026-10-01,Upcoming,0.0,SR04,,No,Open,1,0,2,1,0,3,2026-07-23,58,15,15,3,0,0,10,5,48,Cold
L1452,Madhav Manufacturing,Manufacturing,501-1000,4,Unknown,Events,DevOps,197.1,False,2026-07-16,2026-07,Qualified,3,Waiting for Response,2026-10-10,Upcoming,0.0,SR03,,No,Open,2,1,3,1,0,6,2026-09-12,7,15,10,6,5,0,4,5,45,Cold
L1453,Quantum Commerce,E-commerce,501-1000,4,Noida,Website,Cloud Services,204.0,False,2026-07-16,2026-07,Qualified,3,Meeting Scheduled,2026-10-02,Upcoming,0.0,SR03,,No,Open,1,2,3,0,0,6,2026-09-11,8,15,15,3,10,0,10,0,53,Cold
L1454,Umbra Health,Healthcare,51-200,2,Bengaluru,Email Campaign,Software Development,56.4,False,2026-07-16,2026-07,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,1,1,3,2,1,7,2026-08-28,22,5,10,3,5,12,4,10,49,Cold
L1455,Kinetic Industries,Education,51-200,2,Chennai,Website,Digital Transformation,34.2,False,2026-07-16,2026-07,Contacted,2,Follow-up Required,2026-09-30,Upcoming,0.0,SR08,,No,Open,2,0,2,1,0,5,2026-08-24,26,5,5,6,0,0,10,5,31,Cold
L1456,Solace Learning,Education,501-1000,4,Mumbai,LinkedIn,Software Development,541.5,False,2026-07-16,2026-07,Contacted,2,Waiting for Response,2026-10-05,Upcoming,0.0,SR09,,No,Open,1,1,1,1,0,3,2026-09-15,4,15,20,3,5,0,10,5,58,Cold
L1457,Wavelet Diagnostics,Healthcare,1-50,1,Hyderabad,Website,Digital Transformation,11.0,False,2026-07-16,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,2,0,1,1,0,3,2026-08-01,49,0,5,6,0,0,10,5,26,Cold
L1458,Onyx Cargo,Logistics,1-50,1,Mumbai,Referral,Digital Transformation,5.7,False,2026-07-16,2026-07,Qualified,3,Follow-up Required,2026-09-16,Overdue,3.0,SR06,,No,Open,3,0,3,1,0,7,2026-09-02,17,0,0,6,0,0,10,5,21,Cold
L1459,Hive Diagnostics,Healthcare,1-50,1,Mumbai,Cold Calling,Cloud Services,2.2,False,2026-07-16,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR06,220000,Yes,Won,4,3,3,0,2,13,2026-09-10,9,0,0,10,10,20,4,0,44,Cold
L1460,Lotus Global,Manufacturing,501-1000,4,Mumbai,LinkedIn,DevOps,322.8,False,2026-07-16,2026-07,Qualified,3,Follow-up Required,2026-09-26,Upcoming,0.0,SR02,,No,Open,2,1,3,2,0,7,2026-08-25,25,15,15,6,5,0,4,10,55,Cold
L1461,Prism Online,E-commerce,501-1000,4,Jaipur,Email Campaign,Cloud Services,374.6,False,2026-07-16,2026-07,Qualified,3,Waiting for Response,2026-10-06,Upcoming,0.0,SR10,,No,Open,3,0,2,1,0,6,2026-09-16,3,15,15,6,0,0,10,5,51,Cold
L1462,Willow Apps,SaaS,201-500,3,Pune,Referral,DevOps,76.4,False,2026-07-17,2026-07,Contacted,2,Waiting for Response,2026-10-08,Upcoming,0.0,SR06,,No,Open,2,0,1,0,0,3,2026-09-02,17,10,10,6,0,0,10,0,36,Cold
L1463,Helix Finserv,FinTech,201-500,3,Noida,Email Campaign,Cybersecurity,91.3,False,2026-07-17,2026-07,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR05,,No,Open,0,0,0,0,0,0,,,10,10,0,0,0,10,0,30,Cold
L1464,Drift Platforms,SaaS,201-500,3,Delhi,LinkedIn,DevOps,198.0,False,2026-07-17,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR03,,No,Lost,1,0,1,0,0,2,2026-09-09,10,10,10,3,0,0,10,0,33,Cold
L1465,Xenon Ventures,E-commerce,501-1000,4,Bengaluru,LinkedIn,Cloud Services,379.6,False,2026-07-17,2026-07,Qualified,3,Contacted,2026-09-12,Overdue,7.0,SR07,,No,Open,3,2,3,3,0,8,2026-09-17,2,15,15,6,10,0,10,10,66,Warm
L1466,Titan Retail Tech,E-commerce,1-50,1,Delhi,Email Campaign,Cloud Services,7.1,False,2026-07-17,2026-07,Contacted,2,Follow-up Required,2026-10-10,Upcoming,0.0,SR10,,No,Open,0,0,2,1,0,2,2026-09-17,2,0,0,0,0,0,10,5,15,Cold
L1467,Vayu Online,E-commerce,51-200,2,Jaipur,Cold Calling,Cloud Services,50.5,False,2026-07-17,2026-07,New,1,Follow-up Required,2026-10-03,Upcoming,0.0,SR05,,No,Open,1,0,0,0,0,1,,,5,10,3,0,0,10,0,28,Cold
L1468,Spark Software,SaaS,1-50,1,Mumbai,Email Campaign,Cloud Services,4.3,False,2026-07-17,2026-07,New,1,Follow-up Required,2026-09-20,Upcoming,0.0,SR02,,No,Open,2,0,0,0,0,2,,,0,0,6,0,0,10,0,16,Cold
L1469,Garuda Retail Tech,E-commerce,1000+,5,Ahmedabad,Events,DevOps,1295.7,False,2026-07-17,2026-07,Qualified,3,Waiting for Response,2026-10-06,Upcoming,0.0,SR02,,No,Open,0,1,3,2,0,5,2026-09-04,15,20,20,0,5,0,4,10,59,Cold
L1470,Glide Health,Healthcare,1-50,1,Pune,Website,Digital Transformation,3.1,False,2026-07-17,2026-07,Contacted,2,Contacted,2026-09-19,Due Today,0.0,SR06,,No,Open,0,0,1,0,0,2,2026-07-24,57,0,0,0,0,0,10,0,10,Cold
L1471,Sapphire Systems,E-commerce,1-50,1,Hyderabad,Cold Calling,Cybersecurity,6.1,False,2026-07-17,2026-07,Qualified,3,Contacted,2026-09-29,Upcoming,0.0,SR08,,No,Open,3,0,2,1,0,6,2026-09-08,11,0,0,6,0,0,4,5,15,Cold
L1472,Dhruv Group,Logistics,501-1000,4,Hyderabad,Email Campaign,Cloud Services,387.4,False,2026-07-18,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR04,1745000,Yes,Won,4,2,4,2,3,16,2026-09-17,2,15,15,10,10,20,10,10,90,Hot
L1473,Quest Global,Education,201-500,3,Bengaluru,LinkedIn,Cybersecurity,134.9,False,2026-07-18,2026-07,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR04,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
L1474,Unity Technologies,Healthcare,51-200,2,Delhi,Cold Calling,Cloud Services,12.1,False,2026-07-18,2026-07,Contacted,2,Follow-up Required,2026-09-27,Upcoming,0.0,SR01,,No,Open,1,1,2,1,0,4,2026-09-15,4,5,5,3,5,0,4,5,27,Cold
L1475,Xenon Platforms,SaaS,1-50,1,Mumbai,Email Campaign,Software Development,8.4,False,2026-07-18,2026-07,Qualified,3,Waiting for Response,2026-10-09,Upcoming,0.0,SR09,,No,Open,0,1,3,2,0,4,2026-09-11,8,0,0,0,5,0,4,10,19,Cold
L1476,Chakra Care Systems,Healthcare,201-500,3,Jaipur,Website,Digital Transformation,88.6,False,2026-07-18,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR03,1260000,Yes,Won,4,2,4,2,1,14,2026-09-17,2,10,10,10,10,12,10,10,72,Warm
L1477,Aryan Global,E-commerce,501-1000,4,Bengaluru,Google Search,Software Development,495.1,False,2026-07-18,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,1,0,1,0,0,2,2026-09-15,4,15,15,3,0,0,10,0,43,Cold
L1478,Nimbus Retail Tech,E-commerce,201-500,3,Noida,Events,Cloud Services,75.0,False,2026-07-18,2026-07,Proposal,5,Closed,,No Follow-up Needed,0.0,SR01,1325000,No,Lost,4,1,4,0,2,12,2026-09-10,9,10,10,10,5,20,10,0,65,Warm
L1479,Wisp Enterprises,SaaS,51-200,2,Chennai,LinkedIn,Software Development,47.9,False,2026-07-18,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,1,1,2,0,0,4,2026-08-19,31,5,5,3,5,0,4,0,22,Cold
L1480,Lumina Diagnostics,Healthcare,51-200,2,Mumbai,Email Campaign,Software Development,26.7,False,2026-07-18,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,0,0,2,1,0,3,2026-09-09,10,5,5,0,0,0,4,5,19,Cold
L1481,Wavelet Marketplace,E-commerce,1-50,1,Delhi,Events,Cloud Services,2.6,False,2026-07-18,2026-07,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR05,,No,Lost,3,2,1,0,0,6,2026-09-15,4,0,0,6,10,0,10,0,26,Cold
L1482,Ishaan Technologies,Retail,51-200,2,Gurgaon,Website,Software Development,21.0,False,2026-07-19,2026-07,New,1,Follow-up Required,2026-10-04,Upcoming,0.0,SR01,,No,Open,1,0,0,0,0,1,,,5,5,3,0,0,4,0,17,Cold
L1483,Prana Ventures,Healthcare,1000+,5,Ahmedabad,Website,Cybersecurity,922.5,False,2026-07-19,2026-07,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,3,0,2,1,0,6,2026-09-13,6,20,20,6,0,0,10,5,61,Warm
L1484,Ridge Cloudware,SaaS,501-1000,4,Mumbai,Website,Software Development,374.0,False,2026-07-19,2026-07,Contacted,2,Follow-up Required,2026-09-19,Due Today,0.0,SR06,,No,Open,0,0,2,0,0,2,2026-09-07,12,15,15,0,0,0,4,0,34,Cold
L1485,Onyx Apps,SaaS,201-500,3,Bengaluru,Events,Cloud Services,182.3,False,2026-07-19,2026-07,Won,6,Closed,,No Follow-up Needed,0.0,SR04,630000,Yes,Won,6,1,5,2,2,18,2026-08-31,19,10,10,10,5,20,10,10,75,Warm
L1486,Nimbus Pvt Ltd,Healthcare,51-200,2,Mumbai,LinkedIn,DevOps,39.5,False,2026-07-19,2026-07,Contacted,2,Follow-up Required,2026-09-02,Overdue,17.0,SR02,,No,Open,1,0,2,0,0,3,2026-09-04,15,5,5,3,0,0,4,0,17,Cold
L1487,Bolt Pvt Ltd,Education,1000+,5,Pune,Referral,DevOps,2842.4,False,2026-07-19,2026-07,Proposal,5,Closed,,No Follow-up Needed,0.0,SR06,2210000,No,Lost,2,3,2,2,2,10,2026-09-19,0,20,20,6,10,20,4,10,90,Hot
L1488,Vayu Logistics,Logistics,201-500,3,Hyderabad,Events,Cybersecurity,43.0,False,2026-07-19,2026-07,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR04,,No,Lost,0,1,2,1,0,3,2026-09-10,9,10,5,0,5,0,4,5,29,Cold
L1489,Loop Components,Manufacturing,501-1000,4,Pune,Referral,Digital Transformation,586.8,False,2026-07-19,2026-07,Meeting,4,Waiting for Response,2026-09-20,Upcoming,0.0,SR09,,No,Open,2,1,2,1,2,7,2026-09-19,0,15,20,6,5,20,10,5,81,Hot
L1490,Indus Enterprises,Education,1000+,5,Mumbai,Events,Digital Transformation,766.2,False,2026-07-19,2026-07,Meeting,4,Follow-up Required,2026-09-23,Upcoming,0.0,SR09,,No,Open,1,0,3,1,1,7,2026-09-08,11,20,20,3,0,12,10,5,70,Warm
L1491,Meridian Systems,Education,1-50,1,Delhi,Email Campaign,Cloud Services,5.1,False,2026-07-19,2026-07,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR05,,No,Open,1,0,0,0,0,1,,,0,0,3,0,0,4,0,7,Cold
L1492,Kinetic Care Systems,Healthcare,1000+,5,Mumbai,Cold Calling,Cloud Services,1656.7,False,2026-07-20,2026-07,Meeting,4,Waiting for Response,2026-09-25,Upcoming,0.0,SR09,,No,Open,1,1,3,1,2,8,2026-09-16,3,20,20,3,5,20,4,5,77,Warm
L1493,Uday Supply Chain,Logistics,51-200,2,Mumbai,Website,Software Development,10.4,False,2026-07-20,2026-07,Contacted,2,Follow-up Required,2026-08-30,Overdue,20.0,SR06,,No,Open,2,0,1,0,0,3,2026-08-01,49,5,5,6,0,0,4,0,20,Cold
L1494,Delta Ventures,Education,51-200,2,Hyderabad,LinkedIn,Cloud Services,15.5,False,2026-07-20,2026-07,Contacted,2,Follow-up Required,2026-09-21,Upcoming,0.0,SR04,,No,Open,2,0,2,1,0,4,2026-08-06,44,5,5,6,0,0,4,5,25,Cold
